1.1309,1.0385,1,1.0176,1.0849
1.1985,1.022,1,1.1316,1.3651
1.1098,1.0289,1,1.024,1.0942
0.93366,0.92203,1,1.1446,1.3302
0.93737,0.92547,1,1.1395,1.3194
1.0297,1.0109,1,0.99691,1.0011
1.4978,1.1522,1,1.1062,1.4006
1.0091,0.99185,1,1.0314,1.0824
1.1225,0.97971,1,1.1656,1.4191
1.558,1.393,1,0.85574,1.0454
1.897,1.2234,1,0.95388,1.0951
1.1944,1.0817,1,0.95457,0.94786
1.4001,1.1252,1,1.0655,1.2826
1.4722,1.176,1,0.99662,1.1567
1.7356,1.3009,1,0.94686,1.159
1.6083,1.2439,1,0.95618,1.1223
2.1618,1.5469,1,1.2876,1.6499
1.0113,0.88211,1,0.66411,0.81357
1.1636,1.0314,1,1.0718,1.2231
1.086,1.026,1,1.0084,1.0482
1.0885,1.0112,1,1.0529,1.1573
1.4371,1.154,1,1.0446,1.2435
1.4186,1.1395,1,1.0223,1.2009
1.3086,1.0831,1,1.0815,1.2881
1.3118,1.0968,1,1.0451,1.2082
3.8337,2.2057,1,1.1557,1.4309
1.2509,1.0332,1,1.6543,3.116
1.0558,1.0132,1,1.0155,1.0565
1.1942,1.076,1,0.97271,0.99473
0.9521,0.96967,1,1.0412,1.0911
1.0778,1.0309,1,0.98544,0.98688
0.97837,0.98582,1,1.0202,1.0455
1.0766,1.0272,1,0.99535,1.0121
1.2303,1.0723,1,1.0253,1.136
1.5964,1.2633,1,0.85943,0.889
2.021,1.4017,1,1.0573,1.4989
1.1751,1.0667,1,0.98021,1.0068
1.1893,1.0708,1,0.98418,1.0064
1.1449,1.0547,1,0.98331,1.0197
1.0479,1.0177,1,0.99472,1.0012
1.1164,1.0453,1,0.98208,0.99125
1.0726,0.84593,1,1.3989,1.8814
1.0777,0.71478,1,1.5985,2.2589
1.4284,1.188,1,0.89044,0.88138
1.4768,1.1805,1,0.98775,1.1386
1.4148,1.1579,1,0.97956,1.0953
1.0933,1.0278,1,1.0103,1.0552
0.87167,0.93303,1,1.0709,1.1443
0.93178,0.95268,1,1.0686,1.1531
1.0448,1.0113,1,1.0101,1.0395
1.1013,1.0306,1,1.0104,1.0585
1.0252,0.98723,1,1.0256,1.058
0.97529,0.98286,1,1.0586,1.1534
1.3855,1.1053,1,1.1065,1.3657
1.2624,1.1224,1,0.89991,0.82775
1.7406,1.342,1,0.77496,0.75917
1.1337,1.0558,1,0.96847,0.96178
0.77593,0.83621,1,1.2208,0.72689
1.6557,1.3046,1,0.78459,1.4686
1.1051,1.0265,1,1.0262,1.0982
1.1273,1.0584,1,1.0147,1.0677
1.0981,1.028,1,0.9532,0.91881
1.088,1.0234,1,1.0178,1.0721
1.0805,1.0329,1,0.9822,0.97929
1.0987,1.0353,1,0.99378,1.0153
0.89494,0.91427,1,1.1334,1.2967
0.88999,0.91398,1,1.1305,1.2889
1.0116,1.0001,1,1.0106,1.0309
1.1632,1.0741,1,0.94311,0.90518
0.92043,0.94113,1,1.0886,1.1983
0.94011,0.92789,1,1.136,1.3124
1.0445,1.0206,1,0.98271,0.96866
1.4025,1.0472,1,1.2757,1.7116
1.5116,1.1918,1,0.99787,1.1748
1.909,1.4385,1,0.63686,0.50547
1.8656,1.4099,1,0.69759,0.6459
1.4465,1.1974,1,0.88165,0.86726
1.0461,1.0206,1,0.98433,0.97348
1.0462,1.0206,1,0.98441,0.97374
1.0647,1.0299,1,0.9751,0.95524
1.0196,1.0089,1,0.99278,0.98719
1.0098,1.0027,1,1.0014,1.0065
1.0413,1.0185,1,0.98573,0.97559
1.0096,1.0036,1,0.99871,0.99957
1.0493,1.0228,1,0.98084,0.96531
1.0251,1.0091,1,0.99771,1.0018
1.0558,1.0238,1,0.9845,0.9771
0.95008,0.97416,1,1.0273,1.0557
0.99401,0.99302,1,1.0143,1.0351
1.0515,1.0225,1,0.98399,0.97436
1.0086,1.0019,1,1.0027,1.0097
0.95224,0.97379,1,1.0302,1.0636
0.94459,0.96722,1,1.0047,1.0131
1.0027,0.99923,1,1.0412,1.0893
0.99921,0.98606,1,1.0382,1.0967
1.0851,1.0413,1,0.96114,0.92485
1.0811,1.0389,1,0.96458,0.93273
0.9977,0.99784,1,1.004,1.0098
1.0287,1.0022,1,1.0207,1.0614
1.1544,1.0656,1,0.96037,0.94807
1.1432,1.0599,1,0.96608,0.95901
1.0535,1.0044,1,1.038,1.1115
1.1438,1.0645,1,0.95205,0.92179
1.0762,1.0314,1,0.9822,0.9778
1.038,1.0053,1,1.0208,1.0646
0.9493,0.97398,1,1.0271,1.0551
1.0777,1.0331,1,0.97868,0.9691
1.0588,1.0277,1,0.97568,0.95478
1.0757,1.0362,1,0.9671,0.93762
0.79474,0.87844,1,1.1449,1.303
0.71525,0.83805,1,1.1821,1.3738
1.1074,1.0463,1,0.96939,0.95489
1.1098,1.0475,1,0.96843,0.95315
0.96534,0.98166,1,1.0201,1.0417
1.0108,1.0039,1,0.99901,1.0007
0.99866,0.99869,1,1.0025,1.0061
1.0028,1.0012,1,0.99902,0.99828
0.84808,0.92413,1,1.0752,1.1495
1.0185,1.0087,1,0.99243,0.98592
1.013,1.006,1,0.99496,0.99083
0.98164,0.98983,1,1.012,1.0255
0.75446,0.85421,1,1.1718,1.357
1.0168,0.99424,1,1.0319,1.0861
1.2278,1.1115,1,0.89415,0.79496
1.064,1.0307,1,0.97183,0.94627
1.0272,1.0123,1,0.99021,0.98286
0.8458,0.92143,1,1.0802,1.1612
0.90627,0.95199,1,1.0496,1.1004
1.0261,1.0116,1,0.99118,0.98504
1.0262,1.0117,1,0.99093,0.98443
0.97062,0.98454,1,1.0168,1.0348
1.0647,1.031,1,0.97181,0.94648
1.0447,1.021,1,0.9817,0.96605
1.0084,0.9572,1,1.0427,1.0851
0.91451,1.0037,1,0.99728,0.9955
1.0094,1.0042,1,0.99678,0.99447
1.1177,1.0576,1,0.94494,0.89256
1.0172,1.008,1,0.99324,0.98766
0.98853,0.99357,1,1.0077,1.0165
0.98017,0.98999,1,1.0101,1.0204
1.0245,1.0118,1,0.98925,0.97947
0.98723,0.99271,1,1.0089,1.0193
1.0001,0.99992,1,1.0003,1.0008
0.98778,0.99341,1,1.0075,1.0157
0.98931,0.99435,1,1.0062,1.0129
1.0704,1.0345,1,0.96685,0.93511
1.0026,1.0009,1,0.99992,1.0006
1.0345,1.0163,1,0.98569,0.97328
0.99615,0.99743,1,1.0038,1.0086
1.0531,1.0259,1,0.97525,0.95172
0.91851,0.95807,1,1.0437,1.0886
0.98386,0.99113,1,1.0103,1.0219
1.0087,1.0035,1,0.998,0.99746
1.0254,1.0118,1,0.98986,0.98136
1.0322,1.0153,1,0.98634,0.97428
1.0007,1.0001,1,1.0003,1.001
1.0175,1.0085,1,0.99196,0.98438
1.0067,1.0032,1,0.9971,0.9945
1.0103,1.0049,1,0.99547,0.99131
0.95031,0.97499,1,1.0252,1.0505
0.97469,0.98708,1,1.0134,1.0271
0.98028,0.98977,1,1.0109,1.0223
1.0035,1.0012,1,0.9997,1.0003
1.0026,1.0009,1,0.99986,1.0004
0.97473,0.98711,1,1.0133,1.027
1.0099,1.0043,1,0.99688,0.99489
0.98723,0.99326,1,1.0074,1.0153
1.0136,1.0061,1,0.99529,0.9919
1.03,1.0141,1,0.98753,0.9767
1.0235,1.0114,1,0.98934,0.97939
0.98596,0.99297,1,1.007,1.0141
0.97686,0.98842,1,1.0116,1.0231
1.0009,0.99913,1,1.0034,1.009
1.0046,1.0009,1,1.0018,1.0061
1.074,1.0353,1,0.96821,0.94003
0.96405,0.98099,1,1.0208,1.0431
1.1729,1.0848,1,0.91891,0.84191
1.0947,1.0461,1,0.95658,0.91596
0.99536,0.99666,1,1.0052,1.0121
0.88707,0.93821,1,1.0697,1.1452
0.97678,0.98597,1,1.0183,1.0404
0.99276,0.9958,1,1.0053,1.0115
0.92706,0.96266,1,1.0386,1.0782
1.0095,1.0041,1,0.99708,0.99529
0.99208,0.99569,1,1.005,1.0105
0.9909,0.99513,1,1.0054,1.0114
0.98521,0.9924,1,1.008,1.0162
0.94795,0.97228,1,1.0305,1.0633
0.95518,0.97596,1,1.0268,1.056
1.0079,1.0037,1,0.9968,0.99407
1.0617,1.0301,1,0.97133,0.94415
1.0156,1.0075,1,0.99298,0.98646
1.0114,1.0051,1,0.99597,0.99297
0.99518,0.99756,1,1.0025,1.005
1.0016,1.0006,1,0.99994,1.0003
1.0187,1.0091,1,0.99145,0.98341
0.99093,0.99516,1,1.0054,1.0113
0.98887,0.99421,1,1.0062,1.0127
1.0205,1.0099,1,0.99092,0.9826
1.0019,1.0008,1,0.99944,0.9991
0.99304,0.99623,1,1.0043,1.0091
0.98586,0.99255,1,1.0081,1.0169
0.99811,0.99889,1,1.0014,1.0031
0.99892,0.9994,1,1.0007,1.0015
0.99693,0.99837,1,1.0018,1.0038
1.0051,1.0023,1,0.99821,0.99689
0.98931,0.99465,1,1.0053,1.0107
1.0007,1,1,1.0006,1.0018
1.1197,1.0591,1,0.94266,0.88718
0.96562,0.98193,1,1.0196,1.0406
0.94306,0.97115,1,1.0294,1.0593
1.007,1.0033,1,0.99723,0.99493
0.91299,0.95657,1,1.0431,1.0857
1.1222,1.0602,1,0.94174,0.88542
1.0032,1.0014,1,0.99882,0.99788
0.9993,0.99951,1,1.0008,1.0018
1.0123,1.0059,1,0.99452,0.98945
0.99394,0.99614,1,1.0054,1.0122
0.9186,0.95844,1,1.0428,1.0864
0.97294,0.98602,1,1.0147,1.0301
1.0197,1.0084,1,0.99441,0.99147
1.006,1.0029,1,0.99738,0.99498
1.0034,1.0015,1,0.99887,0.9981
0.97504,0.98757,1,1.0123,1.0245
0.95224,0.97611,1,1.0238,1.0475
1.041,1.0196,1,0.98218,0.96611
0.98284,0.99092,1,1.01,1.0208
0.99827,0.99903,1,1.0012,1.0025
1.0005,1.0001,1,1.0001,1.0003
1.0016,1.0007,1,0.99949,0.99917
0.98394,0.99173,1,1.0087,1.0177
0.97735,0.98837,1,1.0121,1.0247
0.99092,0.99538,1,1.0048,1.0097
0.99907,0.99938,1,1.0009,1.0021
1.0103,1.005,1,0.99538,0.99111
1.0007,1.0003,1,0.9998,0.99971
1.0066,1.0032,1,0.99689,0.99389
0.96296,0.98071,1,1.0206,1.0423
0.98476,0.99224,1,1.008,1.0162
1.0127,1.0054,1,0.99631,0.99428
1.0338,1.015,1,0.98879,0.98125
0.97585,0.98725,1,1.0139,1.0289
0.99035,0.99501,1,1.0053,1.0108
1.0041,1.0018,1,0.99852,0.99737
0.9849,0.99233,1,1.0079,1.0159
0.98698,0.9931,1,1.0076,1.0158
1.0566,1.0277,1,0.97338,0.94791
1.0489,1.0239,1,0.97725,0.95566
1.0202,1.0098,1,0.99072,0.98195
1.0221,1.0107,1,0.98981,0.98018
1.0148,1.0069,1,0.99406,0.98905
1.0159,1.0074,1,0.99362,0.98824
1.0152,1.0072,1,0.99357,0.98788
